sentence,entities,finishment,api_result
"Statements Wednesday say the suspects were detained in separate operations north of Baghdad in Kirkuk province , and in the towns of Tarmiyah and Judaidah .","[['Wednesday', (11423, 11423), 'tim'], ['Baghdad', (11434, 11434), 'geo'], ['Kirkuk', (11436, 11436), 'geo'], ['Tarmiyah', (11444, 11444), 'geo'], ['Judaidah', (11446, 11446), 'geo']]",0,"[['Wednesday', (11423, 11423), 'tim'], ['Baghdad', (11434, 11434), 'geo'], ['Kirkuk', (11436, 11436), 'geo'], ['Tarmiyah', (11444, 11444), 'geo'], ['Judaidah', (11446, 11446), 'geo']]"
The military says U.S. Special Forces advised the Iraqi army in all three operations .,"[['U.S. Special Forces', (11451, 11453), 'org'], ['Iraqi', (11456, 11456), 'gpe']]",0,"[['U.S. Special Forces', (11451, 11453), 'org'], ['Iraqi', (11456, 11456), 'gpe']]"
"The U.S. military also says Iraqi special operations forces detained seven suspected criminals in and around Baghdad 's Sadr City district , a stronghold of radical Shi'ite cleric Moqtada al-Sadr .","[['U.S.', (11464, 11464), 'gpe'], ['Iraqi', (11468, 11468), 'gpe'], ['Baghdad', (11479, 11479), 'geo'], ['Sadr City', (11481, 11482), 'geo'], [""Shi'ite"", (11489, 11489), 'org'], ['Moqtada al-Sadr', (11491, 11492), 'per']]",0,"[['U.S.', (11464, 11464), 'gpe'], ['Iraqi', (11468, 11468), 'gpe'], ['Baghdad', (11479, 11479), 'geo'], ['Sadr City', (11481, 11482), 'geo'], [""Shi'ite"", (11489, 11489), 'org'], ['Moqtada al-Sadr', (11491, 11492), 'per']]"
U.S. and Iraqi soldiers have been fighting Shi'ite militants in Sadr City in recent weeks as part of a crackdown on illegal militias .,"[['U.S.', (11494, 11494), 'gpe'], ['Iraqi', (11496, 11496), 'gpe'], [""Shi'ite"", (11501, 11501), 'org'], ['Sadr City', (11504, 11505), 'geo']]",0,"[['U.S.', (11494, 11494), 'gpe'], ['Iraqi', (11496, 11496), 'gpe'], [""Shi'ite"", (11501, 11501), 'org'], ['Sadr City', (11504, 11505), 'geo']]"
"The United Nations reports a halt to international aid work in the displaced persons ' camps of Zalinge , in Sudan 's Darfur region .","[['United Nations', (11519, 11520), 'org'], ['Zalinge', (11535, 11535), 'geo'], ['Sudan', (11538, 11538), 'geo'], ['Darfur', (11540, 11540), 'geo']]",0,"[['United Nations', (11519, 11520), 'org'], ['Zalinge', (11535, 11535), 'geo'], ['Sudan', (11538, 11538), 'geo'], ['Darfur', (11540, 11540), 'geo']]"
The U.N. refugee agency says international groups suspended their activities in the camps after a mob killed three water workers on Thursday .,"[['U.N.', (11544, 11544), 'org'], ['Thursday', (11564, 11564), 'tim']]",0,"[['U.N.', (11544, 11544), 'org'], ['Thursday', (11564, 11564), 'tim']]"
It was unclear what caused the violence .,[],0,[]
"Friday , spokesman Ron Redmond said agency is "" extremely concerned "" about what he called the continued deterioration in Darfur 's security situation .","[['Friday', (11574, 11574), 'tim'], ['Ron Redmond', (11577, 11578), 'per'], ['Darfur', (11594, 11594), 'geo']]",0,"[['Friday', (11574, 11574), 'tim'], ['Ron Redmond', (11577, 11578), 'per'], ['Darfur', (11594, 11594), 'geo']]"
"Redmond listed a number of attacks on relief groups over the past week , including one where an aid worker was shot dead in North Darfur .","[['Redmond', (11599, 11599), 'per'], ['North Darfur', (11623, 11624), 'geo']]",0,"[['Redmond', (11599, 11599), 'per'], ['North Darfur', (11623, 11624), 'geo']]"
World leaders have been pressing Sudan to accept a U.N. peacekeeping force in Darfur .,"[['Sudan', (11631, 11631), 'gpe'], ['U.N.', (11635, 11635), 'org'], ['Darfur', (11639, 11639), 'geo']]",0,"[['Sudan', (11631, 11631), 'gpe'], ['U.N.', (11635, 11635), 'org'], ['Darfur', (11639, 11639), 'geo']]"
"The government is still rejecting any U.N. deployment to the region , where more than three years of violence has killed nearly 2,00,000 people , and displaced some two million others .","[['U.N.', (11647, 11647), 'org']]",0,"[['U.N.', (11647, 11647), 'org']]"
"Iraq 's parliament has approved six new government ministers , including four from the country 's Sunni minority which held power under Saddam Hussein .","[['Iraq', (11673, 11673), 'gpe'], ['Sunni', (11689, 11689), 'org'], ['Saddam Hussein', (11695, 11696), 'per']]",0,"[['Iraq', (11673, 11673), 'gpe'], ['Sunni', (11689, 11689), 'org'], ['Saddam Hussein', (11695, 11696), 'per']]"
"However , the Sunni Human Rights appointee Hashem Ashibli quickly turned down the post , leaving a single vacancy in the 33-member cabinet .","[['Sunni Human Rights', (11701, 11703), 'org'], ['Hashem Ashibli', (11705, 11706), 'per']]",0,"[['Sunni Human Rights', (11701, 11703), 'org'], ['Hashem Ashibli', (11705, 11706), 'per']]"
He said he could not accept a position awarded on a sectarian basis .,[],0,[]
"A Sunni Arab , Saadoun al-Dulaimi , has been approved as defense minister , and a Shi'ite ( Ibrahim Bahr al-Uloum ) will head the all-important oil ministry .","[['Sunni Arab', (11737, 11738), 'gpe'], ['Saadoun al-Dulaimi', (11740, 11741), 'per'], ['Ibrahim Bahr al-Uloum', (11754, 11756), 'per']]",0,"[['Sunni Arab', (11737, 11738), 'gpe'], ['Saadoun al-Dulaimi', (11740, 11741), 'per'], ['Ibrahim Bahr al-Uloum', (11754, 11756), 'per']]"
"Top slots in the ministries of industry and electricity were also filled , along with a third deputy prime minister position .",[],0,[]
"Meanwhile , Iraqi police say gunmen assassinated a senior member of the Transportation Ministry Zoba Yass and his driver today in Baghdad .","[['Iraqi', (11789, 11789), 'gpe'], ['Transportation Ministry', (11799, 11800), 'org'], ['Zoba Yass', (11801, 11802), 'per'], ['Baghdad', (11808, 11808), 'geo']]",0,"[['Iraqi', (11789, 11789), 'gpe'], ['Transportation Ministry', (11799, 11800), 'org'], ['Zoba Yass', (11801, 11802), 'per'], ['Baghdad', (11808, 11808), 'geo']]"
"Separately , U.S. officials say coalition forces killed six insurgents and captured 54 suspects early Sunday near the western border town of al-Qaim .","[['U.S.', (11812, 11812), 'gpe'], ['Sunday', (11825, 11825), 'tim'], ['al-Qaim', (11832, 11832), 'geo']]",0,"[['U.S.', (11812, 11812), 'gpe'], ['Sunday', (11825, 11825), 'tim'], ['al-Qaim', (11832, 11832), 'geo']]"
"The U.S. government is delivering more bad news on the country 's struggling economy , saying first time claims for unemployment benefits are at a 26-year high .","[['U.S.', (11835, 11835), 'gpe']]",0,"[['U.S.', (11835, 11835), 'gpe']]"
"The Labor Department report , issued Thursday , said the number of laid-off workers applying for benefits for the first time soared to 6,26,000 last week .","[['Thursday', (11868, 11868), 'tim']]",0,"[['Thursday', (11868, 11868), 'tim']]"
"Officials said the total number of workers receiving unemployment benefits is now close to 4.8 million , another record .",[],0,[]
A comprehensive government report on unemployment is due out Friday .,"[['Friday', (11918, 11918), 'tim']]",0,"[['Friday', (11918, 11918), 'tim']]"
Economists surveyed by news organizations predict the nationwide jobless rate will rise three-tenths of a percent to hit 7.5 percent .,[],0,[]
"Despite the rising claims for unemployment insurance , U.S. companies are squeezing more productivity out of their shrinking workforces .","[['U.S.', (11949, 11949), 'gpe']]",0,"[['U.S.', (11949, 11949), 'gpe']]"
A second Labor Department report Thursday said productivity - a measure of how much an employee produces per hour - rose more than three percent for the last three months of 2008 .,"[['Thursday', (11966, 11966), 'tim'], ['2008', (11992, 11992), 'tim']]",0,"[['Thursday', (11966, 11966), 'tim'], ['2008', (11992, 11992), 'tim']]"
"At least 17 people , including seven children , were killed and more than 70 others wounded in an explosion Monday at a home used for religious education in Pakistan 's Punjab province .","[['Monday', (12014, 12014), 'tim'], ['Pakistan', (12023, 12023), 'geo'], ['Punjab', (12025, 12025), 'geo']]",0,"[['Monday', (12014, 12014), 'tim'], ['Pakistan', (12023, 12023), 'geo'], ['Punjab', (12025, 12025), 'geo']]"
"Officials in the Mian Channu area said they believe the blast , which also flattened more than 20 nearby houses , was caused by a cache of explosives stored in the house .","[['Mian Channu', (12031, 12032), 'geo']]",0,"[['Mian Channu', (12031, 12032), 'geo']]"
They said the rescuers were trying to recover people still trapped in the rubble .,[],0,[]
The house belongs to a Muslim cleric who has been accused of recruiting fighters for a banned militant group .,"[['Muslim', (12081, 12081), 'org']]",0,"[['Muslim', (12081, 12081), 'org']]"
"It is unclear what triggered the blast , but local police searching through the debris say they found rocket launchers , grenades , and several suicide-bomber jackets .",[],0,[]
Pakistani Prime Minister Yusuf Raza Gilani condemned the blast and ordered an inquiry into the incident .,"[['Pakistani', (12124, 12124), 'gpe'], ['Prime Minister Yusuf Raza Gilani', (12125, 12129), 'per']]",0,"[['Pakistani', (12124, 12124), 'gpe'], ['Prime Minister Yusuf Raza Gilani', (12125, 12129), 'per']]"
"A U.S. immigration judge has denied bail for Luis Posada Carriles , an asylum-seeking former CIA operative from Cuba .","[['U.S.', (12142, 12142), 'gpe'], ['Luis Posada Carriles', (12149, 12151), 'per'], ['CIA', (12156, 12156), 'org'], ['Cuba', (12159, 12159), 'geo']]",0,"[['U.S.', (12142, 12142), 'gpe'], ['Luis Posada Carriles', (12149, 12151), 'per'], ['CIA', (12156, 12156), 'org'], ['Cuba', (12159, 12159), 'geo']]"
U.S. authorities arrested the 77-year-old Posada Carriles in May after he illegally entered the country through Mexico .,"[['U.S.', (12161, 12161), 'gpe'], ['Posada Carriles', (12166, 12167), 'per'], ['May', (12169, 12169), 'tim'], ['Mexico', (12177, 12177), 'geo']]",0,"[['U.S.', (12161, 12161), 'gpe'], ['Posada Carriles', (12166, 12167), 'per'], ['May', (12169, 12169), 'tim'], ['Mexico', (12177, 12177), 'geo']]"
Posada Carriles is wanted in Venezuela for his alleged role in a 1976 Cuban airliner bombing that killed 73 people .,"[['Posada Carriles', (12179, 12180), 'per'], ['Venezuela', (12184, 12184), 'geo'], ['1976', (12191, 12191), 'tim'], ['Cuban', (12192, 12192), 'gpe']]",0,"[['Posada Carriles', (12179, 12180), 'per'], ['Venezuela', (12184, 12184), 'geo'], ['1976', (12191, 12191), 'tim'], ['Cuban', (12192, 12192), 'gpe']]"
"Some 20 years ago , a Venezuelan court acquitted him of a role in the bombing .","[['Venezuelan', (12206, 12206), 'gpe']]",0,"[['Venezuelan', (12206, 12206), 'gpe']]"
He later escaped from prison while awaiting a new trial .,[],0,[]
"In May , U.S. officials rejected a Venezuelan request for his arrest , citing a lack of evidence against the Cuban exile who holds Venezuelan citizenship .","[['May', (12229, 12229), 'tim'], ['U.S.', (12231, 12231), 'gpe'], ['Venezuelan', (12235, 12235), 'gpe'], ['Cuban', (12248, 12248), 'gpe'], ['Venezuelan', (12252, 12252), 'gpe']]",0,"[['May', (12229, 12229), 'tim'], ['U.S.', (12231, 12231), 'gpe'], ['Venezuelan', (12235, 12235), 'gpe'], ['Cuban', (12248, 12248), 'gpe'], ['Venezuelan', (12252, 12252), 'gpe']]"
Pakistani President Pervez Musharraf has sought the support of Pakistanis in the fight against religious extremism and terrorism .,"[['Pakistani', (12255, 12255), 'gpe'], ['President Pervez Musharraf', (12256, 12258), 'per'], ['Pakistanis', (12264, 12264), 'gpe']]",0,"[['Pakistani', (12255, 12255), 'gpe'], ['President Pervez Musharraf', (12256, 12258), 'per'], ['Pakistanis', (12264, 12264), 'gpe']]"
"He underlined the need of ridding the society of extremism and terrorism , saying they are hurting Pakistan 's image by their actions .","[['Pakistan', (12291, 12291), 'gpe']]",0,"[['Pakistan', (12291, 12291), 'gpe']]"
"In a broadcast address to the nation Thursday , General Musharraf promised "" stern action "" against those involved in the printing , publication and distribution of hate material , including newspapers , magazines , pamphlets , and audio and video material .","[['Thursday', (12305, 12305), 'tim'], ['General Musharraf', (12307, 12308), 'per']]",0,"[['Thursday', (12305, 12305), 'tim'], ['General Musharraf', (12307, 12308), 'per']]"
He said no outlawed organization will be allowed to collect donations and action will be taken against those who preach hate in mosques .,[],0,[]
"Some Western leaders have said Pakistan should do more to curb militancy , and that extremists were operating in Islamic schools , or madrassas .","[['Pakistan', (12370, 12370), 'gpe']]",0,"[['Pakistan', (12370, 12370), 'gpe']]"
General Musharraf said all madrassas in Pakistan must be registered with the government by the end of this year .,"[['General Musharraf', (12390, 12391), 'per'], ['Pakistan', (12396, 12396), 'geo']]",0,"[['General Musharraf', (12390, 12391), 'per'], ['Pakistan', (12396, 12396), 'geo']]"
"U.S. health officials have called for updated quarantine procedures , including better access to airline and ship passenger lists , to protect Americans from infectious diseases , including bird flu .","[['U.S.', (12410, 12410), 'gpe'], ['Americans', (12432, 12432), 'gpe']]",0,"[['U.S.', (12410, 12410), 'gpe'], ['Americans', (12432, 12432), 'gpe']]"
"The changes , proposed by the U.S. Centers for Disease Control , would apply to planes and ships arriving from outside the United States as well as some domestic flights .","[['U.S.', (12447, 12447), 'gpe'], ['Centers for Disease Control', (12448, 12451), 'org'], ['United States', (12463, 12464), 'geo']]",0,"[['U.S.', (12447, 12447), 'gpe'], ['Centers for Disease Control', (12448, 12451), 'org'], ['United States', (12463, 12464), 'geo']]"
The CDC also called for giving U.S. health officials more authority to administer medical treatment and vaccinations to quarantined people .,"[['CDC', (12473, 12473), 'org'], ['U.S.', (12478, 12478), 'gpe']]",0,"[['CDC', (12473, 12473), 'org'], ['U.S.', (12478, 12478), 'gpe']]"
"Health officials say the need for new regulations became apparent during the 2003 SARS , Severe Acute Respiratory Syndrome outbreak , when authorities found it difficult to get in touch with airline passengers who may have been exposed to the illness .","[['2003', (12505, 12505), 'tim'], ['SARS', (12506, 12506), 'nat'], ['Severe Acute Respiratory Syndrome', (12508, 12511), 'nat']]",0,"[['2003', (12505, 12505), 'tim'], ['SARS', (12506, 12506), 'nat'], ['Severe Acute Respiratory Syndrome', (12508, 12511), 'nat']]"
"The proposals come amid growing concern about the spread of bird flu , which has killed more than 60 people in Asia since 2003 .","[['Asia', (12556, 12556), 'geo'], ['2003', (12558, 12558), 'tim']]",0,"[['Asia', (12556, 12556), 'geo'], ['2003', (12558, 12558), 'tim']]"
Pakistani police have arrested four alleged members of an Islamic militant group in connection with the murder of a prominent Shi'ite Muslim cleric earlier this year .,"[['Pakistani', (12560, 12560), 'gpe'], [""Shi'ite Muslim"", (12580, 12581), 'org']]",0,"[['Pakistani', (12560, 12560), 'gpe'], [""Shi'ite Muslim"", (12580, 12581), 'org']]"
"A senior police official , Saud Aziz , says the four wanted in connection with the slaying of Agha Ziauddin in the town of Gilgit in January were picked up in the city of Rawalpindi .","[['Saud Aziz', (12592, 12593), 'per'], ['Agha Ziauddin', (12605, 12606), 'per'], ['Gilgit', (12611, 12611), 'geo'], ['January', (12613, 12613), 'tim'], ['Rawalpindi', (12621, 12621), 'geo']]",0,"[['Saud Aziz', (12592, 12593), 'per'], ['Agha Ziauddin', (12605, 12606), 'per'], ['Gilgit', (12611, 12611), 'geo'], ['January', (12613, 12613), 'tim'], ['Rawalpindi', (12621, 12621), 'geo']]"
The murder sparked sectarian violence that left at least 14 people dead .,[],0,[]
The official says the suspects belong to the Sunni Muslim Lashkar-e-Jhangvi and that they were plotting to attack Shi'ite events last week but changed their minds because of tight security .,"[['Sunni Muslim Lashkar-e-Jhangvi', (12644, 12646), 'org'], [""Shi'ite"", (12654, 12654), 'org']]",0,"[['Sunni Muslim Lashkar-e-Jhangvi', (12644, 12646), 'org'], [""Shi'ite"", (12654, 12654), 'org']]"
The banned group is accused of killing hundreds of Pakistani Shi'ite Muslims in recent years and is believed to have links to the al-Qaida terrorist network .,"[['Pakistani', (12676, 12676), 'gpe'], [""Shi'ite Muslims"", (12677, 12678), 'org'], ['al-Qaida', (12690, 12690), 'org']]",0,"[['Pakistani', (12676, 12676), 'gpe'], [""Shi'ite Muslims"", (12677, 12678), 'org'], ['al-Qaida', (12690, 12690), 'org']]"
"The name "" Latvia "" originates from the ancient Latgalians , one of four eastern Baltic tribes that formed the ethnic core of the Latvian people ( ca. 8th - 12th centuries A.D. ) .","[['Latvia', (12697, 12697), 'art'], ['Latgalians', (12703, 12703), 'org'], ['Baltic', (12709, 12709), 'geo'], ['Latvian', (12718, 12718), 'gpe'], ['A.D.', (12726, 12726), 'tim']]",0,"[['Latvia', (12697, 12697), 'art'], ['Latgalians', (12703, 12703), 'org'], ['Baltic', (12709, 12709), 'geo'], ['Latvian', (12718, 12718), 'gpe'], ['A.D.', (12726, 12726), 'tim']]"
"The region subsequently came under the control of Germans , Poles , Swedes , and finally , Russians .","[['Germans', (12737, 12737), 'gpe'], ['Poles', (12739, 12739), 'gpe'], ['Swedes', (12741, 12741), 'gpe'], ['Russians', (12746, 12746), 'gpe']]",0,"[['Germans', (12737, 12737), 'gpe'], ['Poles', (12739, 12739), 'gpe'], ['Swedes', (12741, 12741), 'gpe'], ['Russians', (12746, 12746), 'gpe']]"
"A Latvian republic emerged following World War I , but it was annexed by the USSR in 1940 - an action never recognized by the US and many other countries .","[['Latvian', (12749, 12749), 'gpe'], ['World War I', (12753, 12755), 'eve'], ['USSR', (12763, 12763), 'gpe'], ['1940', (12765, 12765), 'tim'], ['US', (12773, 12773), 'gpe']]",0,"[['Latvian', (12749, 12749), 'gpe'], ['World War I', (12753, 12755), 'eve'], ['USSR', (12763, 12763), 'gpe'], ['1940', (12765, 12765), 'tim'], ['US', (12773, 12773), 'gpe']]"
Latvia reestablished its independence in 1991 following the breakup of the Soviet Union .,"[['Latvia', (12779, 12779), 'gpe'], ['1991', (12784, 12784), 'tim'], ['Soviet Union', (12790, 12791), 'gpe']]",0,"[['Latvia', (12779, 12779), 'gpe'], ['1991', (12784, 12784), 'tim'], ['Soviet Union', (12790, 12791), 'gpe']]"
"Although the last Russian troops left in 1994 , the status of the Russian minority ( some 30 % of the population ) remains of concern to Moscow .","[['Russian', (12796, 12796), 'gpe'], ['1994', (12800, 12800), 'tim'], ['Russian', (12806, 12806), 'gpe'], ['Moscow', (12820, 12820), 'gpe']]",0,"[['Russian', (12796, 12796), 'gpe'], ['1994', (12800, 12800), 'tim'], ['Russian', (12806, 12806), 'gpe'], ['Moscow', (12820, 12820), 'gpe']]"
Latvia joined both NATO and the EU in the spring of 2004 .,"[['Latvia', (12822, 12822), 'gpe'], ['NATO', (12825, 12825), 'org'], ['EU', (12828, 12828), 'org'], ['2004', (12833, 12833), 'tim']]",0,"[['Latvia', (12822, 12822), 'gpe'], ['NATO', (12825, 12825), 'org'], ['EU', (12828, 12828), 'org'], ['2004', (12833, 12833), 'tim']]"
Bolivia is one of the poorest and least developed countries in Latin America .,"[['Bolivia', (12835, 12835), 'gpe'], ['Latin America', (12846, 12847), 'geo']]",0,"[['Bolivia', (12835, 12835), 'gpe'], ['Latin America', (12846, 12847), 'geo']]"
"Following a disastrous economic crisis during the early 1980s , reforms spurred private investment , stimulated economic growth , and cut poverty rates in the 1990s .","[['1980s', (12857, 12857), 'tim'], ['1990s', (12874, 12874), 'tim']]",0,"[['1980s', (12857, 12857), 'tim'], ['1990s', (12874, 12874), 'tim']]"
"The period 2003 - 5 was characterized by political instability , racial tensions , and violent protests against plans - subsequently abandoned - to export Bolivia 's newly discovered natural gas reserves to large northern hemisphere markets .","[['2003 - 5', (12878, 12880), 'tim'], ['Bolivia', (12901, 12901), 'gpe']]",0,"[['2003 - 5', (12878, 12880), 'tim'], ['Bolivia', (12901, 12901), 'gpe']]"
"In 2005 , the government passed a controversial hydrocarbons law that imposed significantly higher royalties and required foreign firms then operating under risk-sharing contracts to surrender all production to the state energy company in exchange for a predetermined service fee .","[['2005', (12915, 12915), 'tim']]",0,"[['2005', (12915, 12915), 'tim']]"
"After higher prices for mining and hydrocarbons exports produced a fiscal surplus in 2008 , the global recession in 2009 slowed growth .","[['2008', (12968, 12968), 'tim'], ['2009', (12974, 12974), 'tim']]",0,"[['2008', (12968, 12968), 'tim'], ['2009', (12974, 12974), 'tim']]"
"Nevertheless , Bolivia recorded the highest growth rate in South America that year .","[['Bolivia', (12980, 12980), 'gpe'], ['South America', (12987, 12988), 'geo']]",0,"[['Bolivia', (12980, 12980), 'gpe'], ['South America', (12987, 12988), 'geo']]"
During 2010 an increase in world commodity prices resulted in the biggest trade surplus in history .,"[['2010', (12993, 12993), 'tim']]",0,"[['2010', (12993, 12993), 'tim']]"
"However , a lack of foreign investment in the key sectors of mining and hydrocarbons and higher food prices pose challenges for the Bolivian economy .","[['Bolivian', (13032, 13032), 'gpe']]",0,"[['Bolivian', (13032, 13032), 'gpe']]"
Autonomy for the Swazis of southern Africa was guaranteed by the British in the late 19th century ; independence was granted in 1968 .,"[['Swazis', (13038, 13038), 'gpe'], ['Africa', (13041, 13041), 'geo'], ['British', (13046, 13046), 'gpe'], ['1968', (13057, 13057), 'tim']]",0,"[['Swazis', (13038, 13038), 'gpe'], ['Africa', (13041, 13041), 'geo'], ['British', (13046, 13046), 'gpe'], ['1968', (13057, 13057), 'tim']]"
"Student and labor unrest during the 1990s pressured King MSWATI III , the world 's last absolute monarch , to grudgingly allow political reform and greater democracy , although he has backslid on these promises in recent years .","[['1990s', (13065, 13065), 'tim'], ['King MSWATI III', (13067, 13069), 'per']]",0,"[['1990s', (13065, 13065), 'tim'], ['King MSWATI III', (13067, 13069), 'per']]"
"A constitution came into effect in 2006 , but the legal status of political parties remains unclear .","[['2006', (13104, 13104), 'tim']]",0,"[['2006', (13104, 13104), 'tim']]"
The African United Democratic Party tried unsuccessfully to register as an official political party in mid 2006 .,"[['African', (13117, 13117), 'gpe'], ['United Democratic Party', (13118, 13120), 'org'], ['2006', (13132, 13132), 'tim']]",0,"[['African', (13117, 13117), 'gpe'], ['United Democratic Party', (13118, 13120), 'org'], ['2006', (13132, 13132), 'tim']]"
Talks over the constitution broke down between the government and progressive groups in 2007 .,"[['2007', (13147, 13147), 'tim']]",0,"[['2007', (13147, 13147), 'tim']]"
Swaziland recently surpassed Botswana as the country with the world 's highest known HIV / AIDS prevalence rate .,"[['Swaziland', (13149, 13149), 'gpe'], ['Botswana', (13152, 13152), 'gpe'], ['HIV', (13162, 13162), 'nat'], ['AIDS', (13164, 13164), 'nat']]",0,"[['Swaziland', (13149, 13149), 'gpe'], ['Botswana', (13152, 13152), 'gpe'], ['HIV', (13162, 13162), 'nat'], ['AIDS', (13164, 13164), 'nat']]"
"First colonized by the Spanish , the islands came under British control in the early 19th century .","[['Spanish', (13172, 13172), 'gpe'], ['British', (13178, 13178), 'gpe'], ['19th century', (13183, 13184), 'tim']]",0,"[['Spanish', (13172, 13172), 'gpe'], ['British', (13178, 13178), 'gpe'], ['19th century', (13183, 13184), 'tim']]"
The islands ' sugar industry was hurt by the emancipation of the slaves in 1834 .,"[['1834', (13200, 13200), 'tim']]",0,"[['1834', (13200, 13200), 'tim']]"
"Manpower was replaced with the importation of contract laborers from India between 1845 and 1917 , which boosted sugar production as well as the cocoa industry .","[['India', (13212, 13212), 'geo'], ['1845', (13214, 13214), 'tim'], ['1917', (13216, 13216), 'tim']]",0,"[['India', (13212, 13212), 'geo'], ['1845', (13214, 13214), 'tim'], ['1917', (13216, 13216), 'tim']]"
The discovery of oil on Trinidad in 1910 added another important export .,"[['Trinidad', (13234, 13234), 'geo'], ['1910', (13236, 13236), 'tim']]",0,"[['Trinidad', (13234, 13234), 'geo'], ['1910', (13236, 13236), 'tim']]"
Independence was attained in 1962 .,"[['1962', (13246, 13246), 'tim']]",0,"[['1962', (13246, 13246), 'tim']]"
The country is one of the most prosperous in the Caribbean thanks largely to petroleum and natural gas production and processing .,"[['Caribbean', (13258, 13258), 'geo']]",0,"[['Caribbean', (13258, 13258), 'geo']]"
"Tourism , mostly in Tobago , is targeted for expansion and is growing .","[['Tobago', (13274, 13274), 'geo']]",0,"[['Tobago', (13274, 13274), 'geo']]"
The government is coping with a rise in violent crime .,[],0,[]
"A GOATHERD , driving his flock from their pasture at eventide , found some Wild Goats mingled among them , and shut them up together with his own for the night .",[],0,[]
"The next day it snowed very hard , so that he could not take the herd to their usual feeding places , but was obliged to keep them in the fold .",[],0,[]
"He gave his own goats just sufficient food to keep them alive , but fed the strangers more abundantly in the hope of enticing them to stay with him and of making them his own .",[],0,[]
"When the thaw set in , he led them all out to feed , and the Wild Goats scampered away as fast as they could to the mountains .",[],0,[]
"The Goatherd scolded them for their ingratitude in leaving him , when during the storm he had taken more care of them than of his own herd .",[],0,[]
"One of them , turning about , said to him : "" That is the very reason why we are so cautious ; for if you yesterday treated us better than the Goats you have had so long , it is plain also that if others came after us , you would in the same manner prefer them to ourselves . """,[],0,[]
Old friends can not with impunity be sacrificed for new ones .,[],0,[]
"A KIND-HEARTED Physician sitting at the bedside of a patient afflicted with an incurable and painful disease , heard a noise behind him , and turning saw a cat laughing at the feeble efforts of a wounded mouse to drag itself out of the room .",[],0,[]
""" You cruel beast ! "" cried he .",[],0,[]
""" Why do n't you kill it at once , like a lady ? """,[],0,[]
"Rising , he kicked the cat out of the door , and picking up the mouse compassionately put it out of its misery by pulling off its head .",[],0,[]
"Recalled to the bedside by the moans of his patient , the Kind-hearted Physician administered a stimulant , a tonic , and a nutrient , and went away .",[],0,[]
"Kids these days , they grow up too quickly and know entirely too much too soon .",[],0,[]
I mean this one friend of mine was trying to get his boy into Nursery Rhymes .,[],0,[]
"All that happened was that the boy told his shrink that his Father had a lot of problems , including a fixation that a cow could orbit the moon .",[],0,[]
The fate of seven suspected Somali pirates who were captured by a Spanish warship is uncertain after Spanish prosecutors reversed plans to bring them to Spain to face trial .,"[['Somali', (13723, 13723), 'gpe'], ['Spanish', (13730, 13730), 'gpe'], ['Spanish', (13735, 13735), 'gpe'], ['Spain', (13743, 13743), 'geo']]",0,"[['Somali', (13723, 13723), 'gpe'], ['Spanish', (13730, 13730), 'gpe'], ['Spanish', (13735, 13735), 'gpe'], ['Spain', (13743, 13743), 'geo']]"
"A Spanish judge , Fernando Andreu , ordered the Somali men released on Friday .","[['Spanish', (13749, 13749), 'gpe'], ['Fernando Andreu', (13752, 13753), 'per'], ['Somali', (13757, 13757), 'gpe'], ['Friday', (13761, 13761), 'tim']]",0,"[['Spanish', (13749, 13749), 'gpe'], ['Fernando Andreu', (13752, 13753), 'per'], ['Somali', (13757, 13757), 'gpe'], ['Friday', (13761, 13761), 'tim']]"
"However , he refused the prosecution 's request to surrender them to Kenyan authorities , saying it would violate the law , since proceedings were already taking place in Spain .","[['Kenyan', (13775, 13775), 'gpe'], ['Spain', (13792, 13792), 'geo']]",0,"[['Kenyan', (13775, 13775), 'gpe'], ['Spain', (13792, 13792), 'geo']]"
A Spanish ship seized the men off the coast of Somalia Wednesday after their boat capsized during their alleged attempt to hijack a Panamanian-flagged vessel .,"[['Spanish', (13795, 13795), 'gpe'], ['Somalia', (13804, 13804), 'geo'], ['Wednesday', (13805, 13805), 'tim']]",0,"[['Spanish', (13795, 13795), 'gpe'], ['Somalia', (13804, 13804), 'geo'], ['Wednesday', (13805, 13805), 'tim']]"
"France is prosecuting 15 piracy suspects in its own courts , though it has transferred others to Kenya , including 11 who were handed over on Friday .","[['France', (13820, 13820), 'geo'], ['Kenya', (13837, 13837), 'geo'], ['Friday', (13846, 13846), 'tim']]",0,"[['France', (13820, 13820), 'geo'], ['Kenya', (13837, 13837), 'geo'], ['Friday', (13846, 13846), 'tim']]"
"China says it punished more than 1,200 health workers last year for such corruption as taking commissions from drug companies and accepting bribes from patients .","[['China', (13848, 13848), 'org']]",0,"[['China', (13848, 13848), 'org']]"
The official Xinhua news agency says investigators from China 's Health Ministry uncovered more than 200 cases of hospital staff members buying and selling medicine for personal profit .,"[['Xinhua', (13876, 13876), 'org'], ['China', (13882, 13882), 'org'], ['Health Ministry', (13884, 13885), 'org']]",0,"[['Xinhua', (13876, 13876), 'org'], ['China', (13882, 13882), 'org'], ['Health Ministry', (13884, 13885), 'org']]"
The health workers are said to have received $ 1.3 million illegally .,[],0,[]
"Authorities also found that some doctors took bribes for surgeries , even after patients paid their hospital fees .",[],0,[]
More than 800 health workers were punished for charging illegal fees .,[],0,[]
