Sentence,Original_Entity,Predicted_Entity
Iran 's hard-line Guardian Council has approved a bill that would block United Nations inspections of its nuclear facilities and allow it to resume uranium enrichment if it is referred to the U.N. Security Council .,"['United Nations', [9458, 9459], 'ORG']",{}
Iran 's hard-line Guardian Council has approved a bill that would block United Nations inspections of its nuclear facilities and allow it to resume uranium enrichment if it is referred to the U.N. Security Council .,"['U.N. Security Council', [9478, 9480], 'ORG']",{}
"The third-seeded Malisse rallied after dropping the first set to eliminate sixth-seeded Florian Mayer of Germany 06-Jul , 06-Feb , 06-Mar .","['Malisse', [20855, 20855], 'PERSON']",{}
"The third-seeded Malisse rallied after dropping the first set to eliminate sixth-seeded Florian Mayer of Germany 06-Jul , 06-Feb , 06-Mar .","['Florian Mayer', [20865, 20866], 'PERSON']",{}
"The third-seeded Malisse rallied after dropping the first set to eliminate sixth-seeded Florian Mayer of Germany 06-Jul , 06-Feb , 06-Mar .","['Germany', [20868, 20868], 'GPE']",{}
"Because he was playing in exhibition tournament , the loss will not count on his Association of Tennis Professionals Tour record .","['Association of Tennis Professionals Tour', [6775, 6779], 'WORK_OF_ART']",{}
Italian opposition politicians are demanding Prime Minister Silvio Berlusconi apologize for using an obscenity to refer to anyone who would vote against him in Sunday 's election .,"['Italian', [15476, 15476], 'GPE']",{}
Italian opposition politicians are demanding Prime Minister Silvio Berlusconi apologize for using an obscenity to refer to anyone who would vote against him in Sunday 's election .,"['Prime', [15481, 15481], 'PERSON']",{}
Italian opposition politicians are demanding Prime Minister Silvio Berlusconi apologize for using an obscenity to refer to anyone who would vote against him in Sunday 's election .,"['Silvio Berlusconi', [15483, 15484], 'PERSON']",{}
Italian opposition politicians are demanding Prime Minister Silvio Berlusconi apologize for using an obscenity to refer to anyone who would vote against him in Sunday 's election .,"['Sunday', [15500, 15500], 'DATE']",{}
"But efforts to name a new cabinet in Baghdad have failed , although nearly three months have passed since the Iraqi elections .","['Baghdad', [19586, 19586], 'LOC']",{}
"But efforts to name a new cabinet in Baghdad have failed , although nearly three months have passed since the Iraqi elections .","['Iraqi', [19598, 19598], 'ORG']",{}
The islands ' sugar industry was hurt by the emancipation of the slaves in 1834 .,"['1834', [13200, 13200], 'DATE']",{}
Abramoff has pleaded guilty to fraud and tax evasion .,"['Abramoff', [17041, 17041], 'PERSON']",{}
"The draft plan , seen by reporters for British news organizations Reuters and the Guardian newspaper , also calls for "" de-radicalization "" classes for insurgents and thousands of new jobs to be created for militants who renounce violence .","['British', [14447, 14447], 'GPE']",{}
"The draft plan , seen by reporters for British news organizations Reuters and the Guardian newspaper , also calls for "" de-radicalization "" classes for insurgents and thousands of new jobs to be created for militants who renounce violence .","['Reuters', [14450, 14450], 'ORG']",{}
"The draft plan , seen by reporters for British news organizations Reuters and the Guardian newspaper , also calls for "" de-radicalization "" classes for insurgents and thousands of new jobs to be created for militants who renounce violence .","['Guardian', [14453, 14453], 'ORG']",{}
"The proposal comes weeks before a grand council of Afghans , known as a jirga , meets in Kabul on May 29 to discuss how to make peace with the insurgents .","['Afghans', [14488, 14488], 'GPE']",{}
"The proposal comes weeks before a grand council of Afghans , known as a jirga , meets in Kabul on May 29 to discuss how to make peace with the insurgents .","['Kabul', [14497, 14497], 'LOC']",{}
"The proposal comes weeks before a grand council of Afghans , known as a jirga , meets in Kabul on May 29 to discuss how to make peace with the insurgents .","['May 29', [14499, 14500], 'DATE']",{}
China says it has designated three parks in outlying parts of Beijing to be used for public protests during the Olympic Games next month .,"['China', [19167, 19167], 'LOC']",{}
China says it has designated three parks in outlying parts of Beijing to be used for public protests during the Olympic Games next month .,"['Beijing', [19178, 19178], 'LOC']",{}
China says it has designated three parks in outlying parts of Beijing to be used for public protests during the Olympic Games next month .,"['Olympic Games', [19187, 19188], 'EVENT']",{}
"More than 1,000 civilian volunteers are expected to converge on the city of Tombstone Friday to begin a 30-day border patrol .","['Tombstone Friday', [15271, 15272], 'DATE']",{}
"The 41st ranked Haas fended off three break points while serving for the match and closed a 03-Jun , 06-Apr , 06-Apr win with an ace .","['Haas', [6785, 6785], 'PERSON']",{}
The United Nations says Sudanese refugees have begun returning from the Central African Republic under a new deal between the countries and the U.N. refugee agency .,"['United Nations', [7911, 7912], 'ORG']",{}
The United Nations says Sudanese refugees have begun returning from the Central African Republic under a new deal between the countries and the U.N. refugee agency .,"['Sudanese', [7914, 7914], 'GPE']",{}
The United Nations says Sudanese refugees have begun returning from the Central African Republic under a new deal between the countries and the U.N. refugee agency .,"['Central African Republic', [7921, 7923], 'GPE']",{}
The United Nations says Sudanese refugees have begun returning from the Central African Republic under a new deal between the countries and the U.N. refugee agency .,"['U.N.', [7933, 7933], 'ORG']",{}
Major General Timothy Ghormley says officials are concerned that instability and weak governments in east Africa could draw international terrorist groups seeking to establish a base of operations .,"['Major General Timothy Ghormley', [10476, 10479], 'PERSON']",{}
Major General Timothy Ghormley says officials are concerned that instability and weak governments in east Africa could draw international terrorist groups seeking to establish a base of operations .,"['Africa', [10491, 10491], 'LOC']",{}
"Separately , officials say four British soldiers from the NATO-led peacekeeping mission were wounded early Saturday in an attack in the northern city of Mazar-e-Sharif .","['British', [2477, 2477], 'GPE']",{}
"Separately , officials say four British soldiers from the NATO-led peacekeeping mission were wounded early Saturday in an attack in the northern city of Mazar-e-Sharif .","['Saturday', [2487, 2487], 'DATE']",{}
"Separately , officials say four British soldiers from the NATO-led peacekeeping mission were wounded early Saturday in an attack in the northern city of Mazar-e-Sharif .","['Mazar-e-Sharif', [2496, 2496], 'LOC']",{}
"Afghanistan is scheduled to hold parliamentary elections on September 18 , a little less than one year after the country 's first direct and democratic presidential elections .","['Afghanistan', [21838, 21838], 'GPE']",{}
"Afghanistan is scheduled to hold parliamentary elections on September 18 , a little less than one year after the country 's first direct and democratic presidential elections .","['September 18', [21846, 21847], 'DATE']",{}
"Afghanistan is scheduled to hold parliamentary elections on September 18 , a little less than one year after the country 's first direct and democratic presidential elections .","['one', [21853, 21853], 'DATE']",{}
LRA fighters are accused of killing and mutilating thousands of civilians during the conflict .,"['LRA', [10675, 10675], 'ORG']",{}
It says the first group of refugees was scheduled to fly home Thursday .,"['Thursday', [7975, 7975], 'DATE']",{}
Thirty two Egyptians have contracted the H5N1 form of avian flu .,"['Egyptians', [5602, 5602], 'GPE']",{}
Thirty two Egyptians have contracted the H5N1 form of avian flu .,"['H5N1', [5606, 5606], 'LOC']",{}
"In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .","['U.S.', [5696, 5696], 'GPE']",{}
"In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .","['government-funded', [5697, 5697], 'ORG']",{}
"In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .","['alHurra', [5698, 5698], 'WORK_OF_ART']",{}
"In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .","['Mr. Volcker', [5702, 5703], 'PERSON']",{}
"In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .","['Saddam', [5715, 5715], 'PERSON']",{}
He called them a new generation of the stationary Topol system already in service .,"['Topol', [15000, 15000], 'WORK_OF_ART']",{}
The United States did not confirm the report .,"['United States', [10824, 10825], 'GPE']",{}
Smaller protests took place at two other Cairo locations .,"['Cairo', [14877, 14877], 'LOC']",{}
"In the France 3 interview , Mr. Bakri says the backgrounds of the four suicide bombers in the London attacks prove the message of al-Qaida chief Osama bin Laden has reached moderate communities .","['France 3', [8282, 8283], 'WORK_OF_ART']",{}
"In the France 3 interview , Mr. Bakri says the backgrounds of the four suicide bombers in the London attacks prove the message of al-Qaida chief Osama bin Laden has reached moderate communities .","['Mr. Bakri', [8286, 8287], 'PERSON']",{}
"In the France 3 interview , Mr. Bakri says the backgrounds of the four suicide bombers in the London attacks prove the message of al-Qaida chief Osama bin Laden has reached moderate communities .","['London', [8298, 8298], 'LOC']",{}
"In the France 3 interview , Mr. Bakri says the backgrounds of the four suicide bombers in the London attacks prove the message of al-Qaida chief Osama bin Laden has reached moderate communities .","['al-Qaida', [8304, 8304], 'ORG']",{}
"In the France 3 interview , Mr. Bakri says the backgrounds of the four suicide bombers in the London attacks prove the message of al-Qaida chief Osama bin Laden has reached moderate communities .","['Osama bin Laden', [8306, 8308], 'PERSON']",{}
The U.N. refugee agency says international groups suspended their activities in the camps after a mob killed three water workers on Thursday .,"['U.N.', [11544, 11544], 'ORG']",{}
The U.N. refugee agency says international groups suspended their activities in the camps after a mob killed three water workers on Thursday .,"['Thursday', [11564, 11564], 'DATE']",{}
"A short time later , a car bomb exploded outside a Shi'ite mosque in the town of Balad Ruz , northeast of Baghdad .","[""Shi'ite"", [18806, 18806], 'ORG']",{}
"A short time later , a car bomb exploded outside a Shi'ite mosque in the town of Balad Ruz , northeast of Baghdad .","['Balad Ruz', [18812, 18813], 'LOC']",{}
"A short time later , a car bomb exploded outside a Shi'ite mosque in the town of Balad Ruz , northeast of Baghdad .","['Baghdad', [18817, 18817], 'LOC']",{}
He told reporters in the West Bank that there is still room for progress in Israeli-Palestinian negotiations .,"['West Bank', [3075, 3076], 'LOC']",{}
The 38-year-old is already serving a 10-year sentence in France after he was convicted last year on terrorism charges .,"['France', [7805, 7805], 'LOC']",{}
"Meanwhile , fourth-seeded Tommy Haas of Germany beat Luxembourg 's Gilles Muller in straight sets ( 06-Mar , 06-Feb ) .","['Tommy Haas', [20878, 20879], 'PERSON']",{}
"Meanwhile , fourth-seeded Tommy Haas of Germany beat Luxembourg 's Gilles Muller in straight sets ( 06-Mar , 06-Feb ) .","['Germany', [20881, 20881], 'GPE']",{}
"Meanwhile , fourth-seeded Tommy Haas of Germany beat Luxembourg 's Gilles Muller in straight sets ( 06-Mar , 06-Feb ) .","['Luxembourg', [20883, 20883], 'GPE']",{}
"Meanwhile , fourth-seeded Tommy Haas of Germany beat Luxembourg 's Gilles Muller in straight sets ( 06-Mar , 06-Feb ) .","['Gilles Muller', [20885, 20886], 'PERSON']",{}
The official Xinhua news agency reports the State Council moved on Friday to tighten controls on fixed asset investments and money supply after concluding they increased excessively in the first quarter .,"['Xinhua', [16600, 16600], 'ORG']",{}
The official Xinhua news agency reports the State Council moved on Friday to tighten controls on fixed asset investments and money supply after concluding they increased excessively in the first quarter .,"['State Council', [16605, 16606], 'ORG']",{}
The official Xinhua news agency reports the State Council moved on Friday to tighten controls on fixed asset investments and money supply after concluding they increased excessively in the first quarter .,"['Friday', [16609, 16609], 'DATE']",{}
The official Xinhua news agency reports the State Council moved on Friday to tighten controls on fixed asset investments and money supply after concluding they increased excessively in the first quarter .,"['first quarter', [16627, 16628], 'DATE']",{}
Damascus recently agreed to allow its officials to be questioned outside Syria .,"['Damascus', [20976, 20976], 'ORG']",{}
Damascus recently agreed to allow its officials to be questioned outside Syria .,"['Syria', [20987, 20987], 'LOC']",{}
"In northern Iraq , police say the bodies of an elderly tribal leader , Ibrahim Ali al-Nuimei , and his son were found near the town of Kirkuk .","['Iraq', [18454, 18454], 'LOC']",{}
"In northern Iraq , police say the bodies of an elderly tribal leader , Ibrahim Ali al-Nuimei , and his son were found near the town of Kirkuk .","['Ibrahim Ali al-Nuimei', [18466, 18468], 'PERSON']",{}
"In northern Iraq , police say the bodies of an elderly tribal leader , Ibrahim Ali al-Nuimei , and his son were found near the town of Kirkuk .","['Kirkuk', [18479, 18479], 'LOC']",{}
"Anti-Japanese protests in the western Chinese city of Shanghai turned violent Saturday , with protesters pelting the Japanese consulate with rocks , bottles and eggs .","['Chinese', [4716, 4716], 'GPE']",{}
"Anti-Japanese protests in the western Chinese city of Shanghai turned violent Saturday , with protesters pelting the Japanese consulate with rocks , bottles and eggs .","['Shanghai', [4719, 4719], 'LOC']",{}
"Anti-Japanese protests in the western Chinese city of Shanghai turned violent Saturday , with protesters pelting the Japanese consulate with rocks , bottles and eggs .","['Saturday', [4722, 4722], 'DATE']",{}
"Anti-Japanese protests in the western Chinese city of Shanghai turned violent Saturday , with protesters pelting the Japanese consulate with rocks , bottles and eggs .","['Japanese', [4728, 4728], 'GPE']",{}
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Friday', [8958, 8958], 'DATE']",{}
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Middle East', [8963, 8964], 'LOC']",{}
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['India', [8969, 8969], 'LOC']",{}
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Pakistan', [8971, 8971], 'LOC']",{}
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Afghanistan', [8973, 8973], 'LOC']",{}
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Bangladesh', [8975, 8975], 'LOC']",{}
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Malaysia', [8977, 8977], 'LOC']",{}
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Venezuela', [8980, 8980], 'LOC']",{}
World Bank member nations meeting in Washington have approved a debt relief plan for 17 African and Latin American countries that could total $ 37 billion over 40 years .,"['World Bank', [7246, 7247], 'ORG']",{}
World Bank member nations meeting in Washington have approved a debt relief plan for 17 African and Latin American countries that could total $ 37 billion over 40 years .,"['Washington', [7252, 7252], 'LOC']",{}
World Bank member nations meeting in Washington have approved a debt relief plan for 17 African and Latin American countries that could total $ 37 billion over 40 years .,"['African', [7261, 7261], 'GPE']",{}
World Bank member nations meeting in Washington have approved a debt relief plan for 17 African and Latin American countries that could total $ 37 billion over 40 years .,"['Latin American', [7263, 7264], 'GPE']",{}
"Thai Deputy Interior Minister Sutham Saengprathum says the photos show the militants training in Malaysia 's northern Kelantan state , which borders southern Thailand .","['Thai', [4611, 4611], 'GPE']",{}
"Thai Deputy Interior Minister Sutham Saengprathum says the photos show the militants training in Malaysia 's northern Kelantan state , which borders southern Thailand .","['Deputy Interior Minister Sutham Saengprathum', [4612, 4616], 'PERSON']",{}
"Thai Deputy Interior Minister Sutham Saengprathum says the photos show the militants training in Malaysia 's northern Kelantan state , which borders southern Thailand .","['Malaysia', [4625, 4625], 'LOC']",{}
"Thai Deputy Interior Minister Sutham Saengprathum says the photos show the militants training in Malaysia 's northern Kelantan state , which borders southern Thailand .","['Kelantan', [4628, 4628], 'LOC']",{}
"Thai Deputy Interior Minister Sutham Saengprathum says the photos show the militants training in Malaysia 's northern Kelantan state , which borders southern Thailand .","['Thailand', [4634, 4634], 'LOC']",{}
It will present its annual report at the APEC leaders meeting on Saturday .,"['APEC', [1831, 1831], 'ORG']",{}
It will present its annual report at the APEC leaders meeting on Saturday .,"['Saturday', [1835, 1835], 'DATE']",{}
The arrests occurred Friday in Alexandria .,"['Friday', [684, 684], 'DATE']",{}
The arrests occurred Friday in Alexandria .,"['Alexandria', [686, 686], 'LOC']",{}
"A Sunni Arab , Saadoun al-Dulaimi , has been approved as defense minister , and a Shi'ite ( Ibrahim Bahr al-Uloum ) will head the all-important oil ministry .","['Sunni Arab', [11737, 11738], 'GPE']",{}
"A Sunni Arab , Saadoun al-Dulaimi , has been approved as defense minister , and a Shi'ite ( Ibrahim Bahr al-Uloum ) will head the all-important oil ministry .","['Saadoun al-Dulaimi', [11740, 11741], 'PERSON']",{}
"A Sunni Arab , Saadoun al-Dulaimi , has been approved as defense minister , and a Shi'ite ( Ibrahim Bahr al-Uloum ) will head the all-important oil ministry .","['Ibrahim Bahr al-Uloum', [11754, 11756], 'PERSON']",{}
"The Bank allocated another $ 7 million to Colombia for a sustainable development project , aimed at reducing air and water pollution , improve hygiene and urban environmental management .","['Bank', [15409, 15409], 'ORG']",{}
"The Bank allocated another $ 7 million to Colombia for a sustainable development project , aimed at reducing air and water pollution , improve hygiene and urban environmental management .","['Colombia', [15416, 15416], 'ORG']",{}
"In May , U.S. officials rejected a Venezuelan request for his arrest , citing a lack of evidence against the Cuban exile who holds Venezuelan citizenship .","['May', [12229, 12229], 'DATE']",{}
"In May , U.S. officials rejected a Venezuelan request for his arrest , citing a lack of evidence against the Cuban exile who holds Venezuelan citizenship .","['U.S.', [12231, 12231], 'GPE']",{}
"In May , U.S. officials rejected a Venezuelan request for his arrest , citing a lack of evidence against the Cuban exile who holds Venezuelan citizenship .","['Venezuelan', [12235, 12235], 'GPE']",{}
"In May , U.S. officials rejected a Venezuelan request for his arrest , citing a lack of evidence against the Cuban exile who holds Venezuelan citizenship .","['Cuban', [12248, 12248], 'GPE']",{}
"In May , U.S. officials rejected a Venezuelan request for his arrest , citing a lack of evidence against the Cuban exile who holds Venezuelan citizenship .","['Venezuelan', [12252, 12252], 'GPE']",{}
News reports Saturday quote an unnamed Iranian official as saying a delegation will visit on August 6 to discuss technical issues and regulations .,"['Saturday', [18614, 18614], 'DATE']",{}
News reports Saturday quote an unnamed Iranian official as saying a delegation will visit on August 6 to discuss technical issues and regulations .,"['Iranian', [18618, 18618], 'GPE']",{}
News reports Saturday quote an unnamed Iranian official as saying a delegation will visit on August 6 to discuss technical issues and regulations .,"['August 6', [18627, 18628], 'DATE']",{}
"Manpower was replaced with the importation of contract laborers from India between 1845 and 1917 , which boosted sugar production as well as the cocoa industry .","['India', [13212, 13212], 'LOC']",{}
"Manpower was replaced with the importation of contract laborers from India between 1845 and 1917 , which boosted sugar production as well as the cocoa industry .","['1845', [13214, 13214], 'DATE']",{}
"Manpower was replaced with the importation of contract laborers from India between 1845 and 1917 , which boosted sugar production as well as the cocoa industry .","['1917', [13216, 13216], 'DATE']",{}
He said an Arab peace plan for the region is problematic because it requires Palestinians to recognize Israel in exchange for an Israeli pullout from Palestinian territories .,"['Arab', [3702, 3702], 'GPE']",{}
He said an Arab peace plan for the region is problematic because it requires Palestinians to recognize Israel in exchange for an Israeli pullout from Palestinian territories .,"['Palestinians', [3713, 3713], 'GPE']",{}
He said an Arab peace plan for the region is problematic because it requires Palestinians to recognize Israel in exchange for an Israeli pullout from Palestinian territories .,"['Israel', [3716, 3716], 'GPE']",{}
He said an Arab peace plan for the region is problematic because it requires Palestinians to recognize Israel in exchange for an Israeli pullout from Palestinian territories .,"['Israeli', [3721, 3721], 'GPE']",{}
He said an Arab peace plan for the region is problematic because it requires Palestinians to recognize Israel in exchange for an Israeli pullout from Palestinian territories .,"['Palestinian', [3724, 3724], 'GPE']",{}
"More than three years after a U.S.-led coalition ousted the Taleban regime , loyalists are waging an escalating guerrilla campaign ahead of Afghanistan 's September parliamentary vote .","['More than three', [20352, 20354], 'DATE']",{}
"More than three years after a U.S.-led coalition ousted the Taleban regime , loyalists are waging an escalating guerrilla campaign ahead of Afghanistan 's September parliamentary vote .","['U.S.-led coalition', [20358, 20359], 'DATE']",{}
"More than three years after a U.S.-led coalition ousted the Taleban regime , loyalists are waging an escalating guerrilla campaign ahead of Afghanistan 's September parliamentary vote .","['Taleban', [20362, 20362], 'ORG']",{}
"More than three years after a U.S.-led coalition ousted the Taleban regime , loyalists are waging an escalating guerrilla campaign ahead of Afghanistan 's September parliamentary vote .","['Afghanistan', [20374, 20374], 'ORG']",{}
"More than three years after a U.S.-led coalition ousted the Taleban regime , loyalists are waging an escalating guerrilla campaign ahead of Afghanistan 's September parliamentary vote .","['September parliamentary vote', [20376, 20378], 'DATE']",{}
"Iraqi authorities in the past have announced the arrest or killing of major insurgent leaders , to only later say the reports were FALSE .","['Iraqi', [10832, 10832], 'GPE']",{}
NATO has launched large-scale military operations in the region recently to pre-empt an expected Taleban offensive .,"['NATO', [18358, 18358], 'ORG']",{}
NATO has launched large-scale military operations in the region recently to pre-empt an expected Taleban offensive .,"['Taleban', [18372, 18372], 'ORG']",{}
"Energy , security , climate change , the World Trade Organization 's stalled negotiations , and investment are all expected to be among the major topics in the annual report of the APEC Business Advisory Council , known as ABAC .","['World Trade Organization', [1499, 1501], 'ORG']",{}
"Energy , security , climate change , the World Trade Organization 's stalled negotiations , and investment are all expected to be among the major topics in the annual report of the APEC Business Advisory Council , known as ABAC .","['APEC Business Advisory Council', [1523, 1526], 'ORG']",{}
"Energy , security , climate change , the World Trade Organization 's stalled negotiations , and investment are all expected to be among the major topics in the annual report of the APEC Business Advisory Council , known as ABAC .","['ABAC', [1530, 1530], 'ORG']",{}
"He was replaced by another general as "" coordinator of operations in Lebanon . ""","['Lebanon', [3187, 3187], 'LOC']",{}
"Rostropovich and his wife , soprano Galina Vishnevskaya , left the Soviet Union in 1974 in response to political persecution .","['Rostropovich', [20508, 20508], 'PERSON']",{}
"Rostropovich and his wife , soprano Galina Vishnevskaya , left the Soviet Union in 1974 in response to political persecution .","['Galina Vishnevskaya', [20514, 20515], 'PERSON']",{}
"Rostropovich and his wife , soprano Galina Vishnevskaya , left the Soviet Union in 1974 in response to political persecution .","['Soviet Union', [20519, 20520], 'LOC']",{}
"Rostropovich and his wife , soprano Galina Vishnevskaya , left the Soviet Union in 1974 in response to political persecution .","['1974', [20522, 20522], 'DATE']",{}
"In another town , Balad Ruz , police say a rocket attack on a policeman 's house killed the man 's brother and four children .","['Balad Ruz', [18408, 18409], 'PERSON']",{}
Russian news media say rescue helicopters found the wreckage more than a 100 kilometers away from the airfield .,"['Russian', [14594, 14594], 'GPE']",{}
"Ukraine 's campaign to win NATO membership has been strongly opposed by Moscow , which says it will not accept any further expansion of the western alliance on Russia 's borders .","['Ukraine', [14764, 14764], 'LOC']",{}
"Ukraine 's campaign to win NATO membership has been strongly opposed by Moscow , which says it will not accept any further expansion of the western alliance on Russia 's borders .","['NATO', [14769, 14769], 'ORG']",{}
"Ukraine 's campaign to win NATO membership has been strongly opposed by Moscow , which says it will not accept any further expansion of the western alliance on Russia 's borders .","['Moscow', [14776, 14776], 'ORG']",{}
"Ukraine 's campaign to win NATO membership has been strongly opposed by Moscow , which says it will not accept any further expansion of the western alliance on Russia 's borders .","['Russia', [14792, 14792], 'LOC']",{}
LRA fighters are accused of murdering thousands of civilians and raping and mutilating others during the long insurgency in northern Uganda .,"['LRA', [6684, 6684], 'ORG']",{}
LRA fighters are accused of murdering thousands of civilians and raping and mutilating others during the long insurgency in northern Uganda .,"['Uganda', [6704, 6704], 'LOC']",{}
"A World Health Organization official , Margaret Chan , told the meeting there is a great risk of an epidemic , although the timing and severity is uncertain .","['World Health Organization', [16310, 16312], 'ORG']",{}
"A World Health Organization official , Margaret Chan , told the meeting there is a great risk of an epidemic , although the timing and severity is uncertain .","['Margaret Chan', [16315, 16316], 'PERSON']",{}
The ambush came a day after a commander of Pakistani troops said the army has almost completely eliminated militants in South Waziristan .,"['Pakistani', [1153, 1153], 'GPE']",{}
The ambush came a day after a commander of Pakistani troops said the army has almost completely eliminated militants in South Waziristan .,"['South Waziristan', [1164, 1165], 'LOC']",{}
"On Sunday , the ministry said that huge public interest made the circumstances exceptional .","['Sunday', [19869, 19869], 'DATE']",{}
They marched from the Houses of Parliament to a rally in Hyde Park .,"['Hyde Park', [65, 66], 'LOC']",{}
"Despite the rising claims for unemployment insurance , U.S. companies are squeezing more productivity out of their shrinking workforces .","['U.S.', [11949, 11949], 'GPE']",{}
"They say the island is well-suited for the project because of its proximity to the equator , which makes it easier to launch satellites into some Earth orbits .","['Earth', [7721, 7721], 'LOC']",{}
"At the close of World War II , Germany was divided into two separate countries governed under separate ideologies of democracy and communism .","['II', [21971, 21971], 'EVENT']",{}
"At the close of World War II , Germany was divided into two separate countries governed under separate ideologies of democracy and communism .","['Germany', [21973, 21973], 'LOC']",{}
"However , U.S. forces have yet to enter Somalia , which has been without a functioning central government for more than 10 years .","['U.S.', [10533, 10533], 'GPE']",{}
"However , U.S. forces have yet to enter Somalia , which has been without a functioning central government for more than 10 years .","['Somalia', [10539, 10539], 'LOC']",{}
"The region subsequently came under the control of Germans , Poles , Swedes , and finally , Russians .","['Germans', [12737, 12737], 'GPE']",{}
"The region subsequently came under the control of Germans , Poles , Swedes , and finally , Russians .","['Poles', [12739, 12739], 'GPE']",{}
"The region subsequently came under the control of Germans , Poles , Swedes , and finally , Russians .","['Swedes', [12741, 12741], 'GPE']",{}
"The region subsequently came under the control of Germans , Poles , Swedes , and finally , Russians .","['Russians', [12746, 12746], 'GPE']",{}
"The Muslim Brotherhood is banned as a political party , but it endorses so-called independent candidates whose allegiance to the party is known to voters .","['Muslim Brotherhood', [765, 766], 'ORG']",{}
"The Muslim Brotherhood has tripled its strength in parliament in recent elections , raising the party 's total to 47 seats .","['Muslim Brotherhood', [718, 719], 'ORG']",{}
"Officials say the aircraft was supporting a NATO mission in the country 's south , but there is no indication of enemy action causing the crash .","['NATO', [5130, 5130], 'ORG']",{}
His retirement will leave open what would have been a relatively safe seat for Republicans in the fight for Senate control in the elections .,"['Senate', [4269, 4269], 'ORG']",{}
"World Bank President Paul Wolfowitz said two-thirds of the bank members have now approved the plan , meaning the bank could start forgiving debts in July .","['World Bank', [7276, 7277], 'ORG']",{}
"World Bank President Paul Wolfowitz said two-thirds of the bank members have now approved the plan , meaning the bank could start forgiving debts in July .","['President Paul Wolfowitz', [7278, 7280], 'PERSON']",{}
"World Bank President Paul Wolfowitz said two-thirds of the bank members have now approved the plan , meaning the bank could start forgiving debts in July .","['July', [7301, 7301], 'DATE']",{}
"U.S. officials say they believe the man was involved in planning car bomb attacks on Baghdad 's Green Zone , which houses government , diplomatic and military offices .","['U.S.', [11284, 11284], 'LOC']",{}
"U.S. officials say they believe the man was involved in planning car bomb attacks on Baghdad 's Green Zone , which houses government , diplomatic and military offices .","['Baghdad', [11299, 11299], 'LOC']",{}
"U.S. officials say they believe the man was involved in planning car bomb attacks on Baghdad 's Green Zone , which houses government , diplomatic and military offices .","['Green Zone', [11301, 11302], 'LOC']",{}
"Meanwhile , Paraguay 's President Nicanor Duarte has threatened to abandon the group because of alleged protectionist trade policies by Brazil and Argentina .","['Paraguay', [17784, 17784], 'ORG']",{}
"Meanwhile , Paraguay 's President Nicanor Duarte has threatened to abandon the group because of alleged protectionist trade policies by Brazil and Argentina .","['President Nicanor Duarte', [17786, 17788], 'PERSON']",{}
"Meanwhile , Paraguay 's President Nicanor Duarte has threatened to abandon the group because of alleged protectionist trade policies by Brazil and Argentina .","['Brazil', [17802, 17802], 'ORG']",{}
"Meanwhile , Paraguay 's President Nicanor Duarte has threatened to abandon the group because of alleged protectionist trade policies by Brazil and Argentina .","['Argentina', [17804, 17804], 'ORG']",{}
World number one men 's tennis player Roger Federer has been nearly unbeatable in the past year .,"['Roger Federer', [6713, 6714], 'PERSON']",{}
Another militant was killed by U.S. troops in eastern Paktika province .,"['U.S.', [2465, 2465], 'GPE']",{}
Another militant was killed by U.S. troops in eastern Paktika province .,"['Paktika', [2469, 2469], 'LOC']",{}
State media report Saturday that the 12-member council approved the measure after deciding it does not contradict the constitution or Islamic law .,"['Saturday', [9485, 9485], 'DATE']",{}
ABAC is the only non-governmental body that has an official role and formal dialogue with the leaders of the APEC economies .,"['ABAC', [1801, 1801], 'ORG']",{}
ABAC is the only non-governmental body that has an official role and formal dialogue with the leaders of the APEC economies .,"['APEC', [1820, 1820], 'ORG']",{}
