Sentence,Original_Entity,Predicted_Entity
An Iraqi soldier mans a checkpoint in the Saydiyah neighbourhood of south-west Baghdad in Iraq,"['Baghdad', (175300, 175300), 'LOC']","['Baghdad', 79, 'GPE']"
Officials at the United States Embassy in Nepal say they are alarmed by the possibility of an alliance between Maoist rebels and political parties in the Himalayan kingdom .,"['Maoist', (58030, 58030), 'LOC']","['Maoist', 111, 'NORP']"
Officials at the United States Embassy in Nepal say they are alarmed by the possibility of an alliance between Maoist rebels and political parties in the Himalayan kingdom .,"['Himalayan', (58037, 58037), 'LOC']","['Himalayan', 154, 'NORP']"
"The Associated Press also reports that Philippine Foreign Undersecretary Jose Brillantes urged the estimated 6,000 Filipinos now working across the Middle East to take precautions against possible attacks in the region .","['Filipinos', (158010, 158010), 'GPE']","['Filipinos', 115, 'NORP']"
"The website says other campaign workers had no information about the detainees for several hours , but then learned they had been taken to a Minsk prison .","['Minsk', (100498, 100498), 'PERSON']","['Minsk', 141, 'GPE']"
The Aussie women 's hard court tournament will also mark the return of another former world number one player - Martina Hingis of Switzerland will play in the event and plans to play in the Australian Open beginning January 16 .,"['Aussie', (188266, 188266), 'GPE']","['Aussie', 4, 'NORP']"
The Aussie women 's hard court tournament will also mark the return of another former world number one player - Martina Hingis of Switzerland will play in the event and plans to play in the Australian Open beginning January 16 .,"['Switzerland', (188288, 188288), 'LOC']","['Switzerland', 130, 'GPE']"
"He also expressed satisfaction with his U.S. visit , which began Sunday , and says the United States has a great deal of interest in Georgia .","['U.S.', (22478, 22478), 'ORG']","['U.S.', 40, 'GPE']"
"He also expressed satisfaction with his U.S. visit , which began Sunday , and says the United States has a great deal of interest in Georgia .","['Georgia', (22497, 22497), 'ORG']","['Georgia', 133, 'GPE']"
"Shmatko said Russian companies are prepared to deliver oil products to Iran , despite sanctions .","['Russian', (68005, 68005), 'GPE']","['Russian', 13, 'NORP']"
"Shmatko said Russian companies are prepared to deliver oil products to Iran , despite sanctions .","['Iran', (68014, 68014), 'LOC']","['Iran', 71, 'GPE']"
"The latest fighting raged despite a cease-fire offered by the rebels to take place during a regional summit in the capital , Colombo .","['Colombo', (24428, 24428), 'LOC']","['Colombo', 125, 'GPE']"
"Indonesian prosecutors are seeking an eight-year jail term for the governor of tsunami-hit Aceh province , who is accused of misusing more than $ 1 million in government funds to buy a helicopter .","['Indonesian', (133237, 133237), 'GPE']","['Indonesian', 0, 'NORP']"
Three Canadian soldiers were wounded .,"['Canadian', (207914, 207914), 'GPE']","['Canadian', 6, 'NORP']"
Regional rivals Pakistan and India have routinely conducted missile tests since they both conducted underground nuclear tests in 1998 .,"['Pakistan', (91806, 91806), 'LOC']","['Pakistan', 16, 'GPE']"
Regional rivals Pakistan and India have routinely conducted missile tests since they both conducted underground nuclear tests in 1998 .,"['India', (91808, 91808), 'LOC']","['India', 29, 'GPE']"
Delphi Corporation filed a motion with the federal bankruptcy court in New York Saturday to reorganize its U.S. operations .,"['Delphi Corporation', (36156, 36157), 'PERSON']","['Delphi Corporation', 0, 'ORG']"
Delphi Corporation filed a motion with the federal bankruptcy court in New York Saturday to reorganize its U.S. operations .,"['New York', (36167, 36168), 'LOC']","['New York', 71, 'GPE']"
Delphi Corporation filed a motion with the federal bankruptcy court in New York Saturday to reorganize its U.S. operations .,"['U.S.', (36173, 36173), 'LOC']","['U.S.', 107, 'GPE']"
"Separately , an Israeli court Thursday sentenced an Israeli woman to three years in prison after she pleaded guilty to collaborating with Palestinian militants .","['Israeli', (147361, 147361), 'GPE']","['Israeli', 16, 'NORP']"
"Separately , an Israeli court Thursday sentenced an Israeli woman to three years in prison after she pleaded guilty to collaborating with Palestinian militants .","['Israeli', (147366, 147366), 'GPE']","['Israeli', 16, 'NORP']"
"Separately , an Israeli court Thursday sentenced an Israeli woman to three years in prison after she pleaded guilty to collaborating with Palestinian militants .","['Palestinian', (147380, 147380), 'GPE']","['Palestinian', 138, 'NORP']"
"The North 's Deputy Foreign Minister , Choe Su Hon , said Pyongyang would impose no conditions on a visit by U.S. Assistant Secretary of State Christopher Hill .","['North', (63362, 63362), 'LOC']","['North', 4, 'GPE']"
"The North 's Deputy Foreign Minister , Choe Su Hon , said Pyongyang would impose no conditions on a visit by U.S. Assistant Secretary of State Christopher Hill .","['Choe Su Hon', (63368, 63370), 'ORG']","['Choe Su Hon', 39, 'PERSON']"
"The North 's Deputy Foreign Minister , Choe Su Hon , said Pyongyang would impose no conditions on a visit by U.S. Assistant Secretary of State Christopher Hill .","['Pyongyang', (63373, 63373), 'LOC']","['Pyongyang', 58, 'GPE']"
"The North 's Deputy Foreign Minister , Choe Su Hon , said Pyongyang would impose no conditions on a visit by U.S. Assistant Secretary of State Christopher Hill .","['U.S.', (63382, 63382), 'LOC']","['U.S.', 109, 'GPE']"
"An Israeli army spokesman said soldiers opened fire on two gunmen , killing one and wounding the other .","['Israeli', (31961, 31961), 'GPE']","['Israeli', 3, 'NORP']"
"Lieberman told reporters in Moscow Wednesday that Israel does not "" need "" to carry out attacks on Iran and that Israel is a strong country and can defend itself .","['Israel', (174635, 174635), 'LOC']","['Israel', 50, 'GPE']"
"Lieberman told reporters in Moscow Wednesday that Israel does not "" need "" to carry out attacks on Iran and that Israel is a strong country and can defend itself .","['Iran', (174646, 174646), 'LOC']","['Iran', 99, 'GPE']"
"Lieberman told reporters in Moscow Wednesday that Israel does not "" need "" to carry out attacks on Iran and that Israel is a strong country and can defend itself .","['Israel', (174649, 174649), 'LOC']","['Israel', 50, 'GPE']"
"Further records may fall in the next 10 days , with no major competition in sight until the May 18 premiere of the animated comedy Shrek The Third .","['Shrek The Third', (205705, 205707), 'ORG']","['Shrek The Third', 131, 'WORK_OF_ART']"
"Meanwhile , a Polish newspaper quoted Defense Minister Jerzy Szmajdzinski as saying Poland will withdraw several hundred of its troops from Iraq in July .","['Polish', (89540, 89540), 'GPE']","['Polish', 14, 'NORP']"
"Meanwhile , a Polish newspaper quoted Defense Minister Jerzy Szmajdzinski as saying Poland will withdraw several hundred of its troops from Iraq in July .","['Poland', (89549, 89549), 'LOC']","['Poland', 84, 'GPE']"
"Meanwhile , a Polish newspaper quoted Defense Minister Jerzy Szmajdzinski as saying Poland will withdraw several hundred of its troops from Iraq in July .","['Iraq', (89558, 89558), 'LOC']","['Iraq', 140, 'GPE']"
"Japan 's Foreign Minister , Nobutaka Machimura , arrives Sunday in Beijing for talks with his Chinese counterpart , Li Zhaoxing , to discuss relations between the two countries .","['Japan', (4820, 4820), 'LOC']","['Japan', 0, 'GPE']"
"Japan 's Foreign Minister , Nobutaka Machimura , arrives Sunday in Beijing for talks with his Chinese counterpart , Li Zhaoxing , to discuss relations between the two countries .","['Beijing', (4831, 4831), 'LOC']","['Beijing', 67, 'GPE']"
"Japan 's Foreign Minister , Nobutaka Machimura , arrives Sunday in Beijing for talks with his Chinese counterpart , Li Zhaoxing , to discuss relations between the two countries .","['Chinese', (4836, 4836), 'GPE']","['Chinese', 94, 'NORP']"
"Tuesday , North Korea said it will not return to the talks until the United States ends economic sanctions against Pyongyang .","['North Korea', (78322, 78323), 'LOC']","['North Korea', 10, 'GPE']"
"Tuesday , North Korea said it will not return to the talks until the United States ends economic sanctions against Pyongyang .","['Pyongyang', (78340, 78340), 'ORG']","['Pyongyang', 115, 'GPE']"
Iraqi officials say a suicide bomber has killed three people and wounded at least 10 others in central Baghdad .,"['Iraqi', (173718, 173718), 'GPE']","['Iraqi', 0, 'NORP']"
Iraqi officials say a suicide bomber has killed three people and wounded at least 10 others in central Baghdad .,"['Baghdad', (173736, 173736), 'LOC']","['Baghdad', 103, 'GPE']"
The PKK has been fighting for autonomy in Turkey 's mainly Kurdish southeast since 1984 .,"['Turkey', (82899, 82899), 'ORG']","['Turkey', 42, 'GPE']"
"In response to a question about Iran 's nuclear program , King Abdullah said that Jordan had previously advocated a nuclear-free Middle East , but he said "" the rules have changed "" throughout the region .","['Iran', (90736, 90736), 'LOC']","['Iran', 32, 'GPE']"
"Reuters news agency quotes the Netherlands leader as urging voters not to use the referendum as an opportunity to express discontent with Dutch government policies , but to read the document and vote on its substance .","['Netherlands', (51526, 51526), 'LOC']","['Netherlands', 31, 'GPE']"
"Reuters news agency quotes the Netherlands leader as urging voters not to use the referendum as an opportunity to express discontent with Dutch government policies , but to read the document and vote on its substance .","['Dutch', (51543, 51543), 'GPE']","['Dutch', 138, 'NORP']"
"Since Wednesday , a wave of bombings and shootings in and around Baghdad has killed more than 200 people and injured some 600 others .","['Baghdad', (133414, 133414), 'LOC']","['Baghdad', 65, 'GPE']"
"The presidents of Venezuela , Bolivia , and Argentina met Friday in the southern Bolivian town of Tarija .","['Venezuela', (124423, 124423), 'LOC']","['Venezuela', 18, 'GPE']"
"The presidents of Venezuela , Bolivia , and Argentina met Friday in the southern Bolivian town of Tarija .","['Bolivia', (124425, 124425), 'LOC']","['Bolivia', 30, 'GPE']"
"The presidents of Venezuela , Bolivia , and Argentina met Friday in the southern Bolivian town of Tarija .","['Argentina', (124428, 124428), 'LOC']","['Argentina', 44, 'GPE']"
"The presidents of Venezuela , Bolivia , and Argentina met Friday in the southern Bolivian town of Tarija .","['Bolivian', (124434, 124434), 'GPE']","['Bolivian', 81, 'NORP']"
"The presidents of Venezuela , Bolivia , and Argentina met Friday in the southern Bolivian town of Tarija .","['Tarija', (124437, 124437), 'LOC']","['Tarija', 98, 'GPE']"
"Reigning champion Canada defeated Italy , 07-Feb , while Sweden defeated Kazakhstan , 07-Feb , in first-round action at the Olympic men 's ice hockey tournament in Turin .","['Canada', (40169, 40169), 'ORG']","['Canada', 18, 'GPE']"
"Reigning champion Canada defeated Italy , 07-Feb , while Sweden defeated Kazakhstan , 07-Feb , in first-round action at the Olympic men 's ice hockey tournament in Turin .","['Italy', (40171, 40171), 'ORG']","['Italy', 34, 'GPE']"
"Reigning champion Canada defeated Italy , 07-Feb , while Sweden defeated Kazakhstan , 07-Feb , in first-round action at the Olympic men 's ice hockey tournament in Turin .","['Sweden', (40176, 40176), 'ORG']","['Sweden', 57, 'GPE']"
"Reigning champion Canada defeated Italy , 07-Feb , while Sweden defeated Kazakhstan , 07-Feb , in first-round action at the Olympic men 's ice hockey tournament in Turin .","['Kazakhstan', (40178, 40178), 'ORG']","['Kazakhstan', 73, 'GPE']"
"Reigning champion Canada defeated Italy , 07-Feb , while Sweden defeated Kazakhstan , 07-Feb , in first-round action at the Olympic men 's ice hockey tournament in Turin .","['Turin', (40194, 40194), 'LOC']","['Turin', 164, 'GPE']"
"At mid afternoon local time , the storm was centered 280 kilometers south of the tourist resort of Acapulco .","['Acapulco', (161574, 161574), 'LOC']","['Acapulco', 99, 'GPE']"
Ms. Peyton had traveled from her home in South Africa this week to report on a visit by Somalia 's new government to Mogadishu .,"['South Africa', (46645, 46646), 'LOC']","['South Africa', 41, 'GPE']"
Ms. Peyton had traveled from her home in South Africa this week to report on a visit by Somalia 's new government to Mogadishu .,"['Somalia', (46655, 46655), 'LOC']","['Somalia', 88, 'GPE']"
Ms. Peyton had traveled from her home in South Africa this week to report on a visit by Somalia 's new government to Mogadishu .,"['Mogadishu', (46660, 46660), 'LOC']","['Mogadishu', 117, 'GPE']"
"Greece demands that Macedonia change its name , which is the same as the name of a northern Greek province .","['Greece', (99787, 99787), 'ORG']","['Greece', 0, 'GPE']"
"Greece demands that Macedonia change its name , which is the same as the name of a northern Greek province .","['Macedonia', (99790, 99790), 'LOC']","['Macedonia', 20, 'GPE']"
"Greece demands that Macedonia change its name , which is the same as the name of a northern Greek province .","['Greek', (99805, 99805), 'GPE']","['Greek', 92, 'NORP']"
"Campbell was last seen April 8th , when she began a hike near the town of Banaue in Ifugao province , north of Manila .","['Banaue', (186317, 186317), 'LOC']","['Banaue', 74, 'GPE']"
"Campbell was last seen April 8th , when she began a hike near the town of Banaue in Ifugao province , north of Manila .","['Manila', (186324, 186324), 'LOC']","['Manila', 111, 'GPE']"
"Prosecutors accused him of misusing $ 3,65,000 in government funds while Taipei mayor .","['Taipei', (76503, 76503), 'LOC']","['Taipei', 73, 'GPE']"
The World Health Organization has confirmed more than 80 deaths from bird flu in East Asia and Turkey since 2003 .,"['Turkey', (31322, 31322), 'LOC']","['Turkey', 95, 'GPE']"
He was seized Thursday by six gunmen near the southern city of Warri .,"['Warri', (18933, 18933), 'LOC']","['Warri', 63, 'GPE']"
He also said the Taleban 's fugitive leader Mullah Mohammad Omar would decide what would happen to the men .,"['Taleban', (67794, 67794), 'ORG']","['Taleban', 17, 'PERSON']"
English football star David Beckham will be sidelined for around four weeks after suffering a right knee injury playing for Spanish side Real Madrid on Sunday .,"['English', (175515, 175515), 'GPE']","['English', 0, 'NORP']"
English football star David Beckham will be sidelined for around four weeks after suffering a right knee injury playing for Spanish side Real Madrid on Sunday .,"['Spanish', (175535, 175535), 'GPE']","['Spanish', 124, 'NORP']"
English football star David Beckham will be sidelined for around four weeks after suffering a right knee injury playing for Spanish side Real Madrid on Sunday .,"['Real Madrid', (175537, 175538), 'PERSON']","['Real Madrid', 137, 'ORG']"
The spokesman said the visit was planned long before the outbreak of the Georgian conflict and is not directed against any third country .,"['Georgian', (108381, 108381), 'GPE']","['Georgian', 73, 'NORP']"
Pakistan 's Interior Minister Rehman Malik has said Taliban-linked militants looking to fuel political tensions were behind Haider 's assassination .,"['Pakistan', (113359, 113359), 'LOC']","['Pakistan', 0, 'GPE']"
Pakistan 's Interior Minister Rehman Malik has said Taliban-linked militants looking to fuel political tensions were behind Haider 's assassination .,"['Interior', (113361, 113361), 'LOC']","['Interior', 12, 'ORG']"
"North Korea agreed last month during six-nation talks in Beijing to abandon its nuclear weapons program in return for economic aid , energy assistance and security assurances .","['North Korea', (211929, 211930), 'LOC']","['North Korea', 0, 'GPE']"
"North Korea agreed last month during six-nation talks in Beijing to abandon its nuclear weapons program in return for economic aid , energy assistance and security assurances .","['Beijing', (211938, 211938), 'LOC']","['Beijing', 57, 'GPE']"
A top Russian official says authorities have thwarted two separate attempted break-ins at Russian nuclear weapons installations .,"['Russian', (142346, 142346), 'GPE']","['Russian', 6, 'NORP']"
A top Russian official says authorities have thwarted two separate attempted break-ins at Russian nuclear weapons installations .,"['Russian', (142357, 142357), 'GPE']","['Russian', 6, 'NORP']"
"The agreement triggered a political crisis in Ukraine , and parliament voted to dismiss the government .","['Ukraine', (16573, 16573), 'LOC']","['Ukraine', 46, 'GPE']"
"It is not clear if the attacks on the Web sites are related , but Twitter and Facebook officials say they are working with online search engine Google to investigate .","['Google', (66886, 66886), 'WORK_OF_ART']","['Google', 144, 'ORG']"
The bombing shatters weeks of calm after Mr. Abbas declared a truce during a summit with Israeli Prime Minister Ariel Sharon in Egypt earlier this month .,"['Israeli', (7635, 7635), 'GPE']","['Israeli', 89, 'NORP']"
The bombing shatters weeks of calm after Mr. Abbas declared a truce during a summit with Israeli Prime Minister Ariel Sharon in Egypt earlier this month .,"['Egypt', (7641, 7641), 'LOC']","['Egypt', 128, 'GPE']"
"Seven & I Holdings , the Japanese company that owns 7-Eleven convenience stores in the U.S. , Japan and elsewhere , has reached a deal to take over department stores Seibu and Sogo .","['Japanese', (73831, 73831), 'GPE']","['Japanese', 25, 'NORP']"
"Seven & I Holdings , the Japanese company that owns 7-Eleven convenience stores in the U.S. , Japan and elsewhere , has reached a deal to take over department stores Seibu and Sogo .","['U.S.', (73840, 73840), 'LOC']","['U.S.', 87, 'GPE']"
"Seven & I Holdings , the Japanese company that owns 7-Eleven convenience stores in the U.S. , Japan and elsewhere , has reached a deal to take over department stores Seibu and Sogo .","['Japan', (73842, 73842), 'LOC']","['Japan', 94, 'GPE']"
"Two Egyptian children have tested positive for bird flu , bringing the total number infected in the country to 29 .","['Egyptian', (47810, 47810), 'GPE']","['Egyptian', 4, 'NORP']"
Members of Thailand 's military overthrew the government of former Prime Minister Thaksin Shinawatra last September .,"['Thailand', (152577, 152577), 'LOC']","['Thailand', 11, 'GPE']"
"Venezuelan President Hugo Chavez says his government will "" jam the signal "" of any broadcasts from the United States .","['Venezuelan', (61466, 61466), 'GPE']","['Venezuelan', 0, 'NORP']"
"The U.S. National Hurricane Center says Beta is expected to dump up to 25 centimeters of rain across western Panama , Costa Rica , northeastern Honduras , Nicaragua , and the Colombian islands of San Andres and Providencia .","['Panama', (124036, 124036), 'LOC']","['Panama', 109, 'GPE']"
"The U.S. National Hurricane Center says Beta is expected to dump up to 25 centimeters of rain across western Panama , Costa Rica , northeastern Honduras , Nicaragua , and the Colombian islands of San Andres and Providencia .","['Costa Rica', (124038, 124039), 'LOC']","['Costa Rica', 118, 'GPE']"
"The U.S. National Hurricane Center says Beta is expected to dump up to 25 centimeters of rain across western Panama , Costa Rica , northeastern Honduras , Nicaragua , and the Colombian islands of San Andres and Providencia .","['Honduras', (124042, 124042), 'LOC']","['Honduras', 144, 'GPE']"
"The U.S. National Hurricane Center says Beta is expected to dump up to 25 centimeters of rain across western Panama , Costa Rica , northeastern Honduras , Nicaragua , and the Colombian islands of San Andres and Providencia .","['Nicaragua', (124044, 124044), 'LOC']","['Nicaragua', 155, 'GPE']"
"The U.S. National Hurricane Center says Beta is expected to dump up to 25 centimeters of rain across western Panama , Costa Rica , northeastern Honduras , Nicaragua , and the Colombian islands of San Andres and Providencia .","['Colombian', (124048, 124048), 'GPE']","['Colombian', 175, 'NORP']"
"The U.S. National Hurricane Center says Beta is expected to dump up to 25 centimeters of rain across western Panama , Costa Rica , northeastern Honduras , Nicaragua , and the Colombian islands of San Andres and Providencia .","['San Andres', (124051, 124052), 'LOC']","['San Andres', 196, 'GPE']"
But nuclear experts said Iran 's program was not yet at that level .,"['Iran', (66747, 66747), 'LOC']","['Iran', 25, 'GPE']"
"United Nations Secretary General Kofi Annan and the U.S. ambassador to Liberia , Donald Booth , have praised Liberians for conducting a peaceful and orderly election .","['U.S.', (54818, 54818), 'LOC']","['U.S.', 52, 'GPE']"
"United Nations Secretary General Kofi Annan and the U.S. ambassador to Liberia , Donald Booth , have praised Liberians for conducting a peaceful and orderly election .","['Liberia', (54821, 54821), 'LOC']","['Liberia', 71, 'GPE']"
"United Nations Secretary General Kofi Annan and the U.S. ambassador to Liberia , Donald Booth , have praised Liberians for conducting a peaceful and orderly election .","['Liberians', (54828, 54828), 'GPE']","['Liberians', 109, 'NORP']"
Syrian state media say President Bashar al-Assad met Mr. Chavez Tuesday at the airport in Damascus .,"['Syrian', (122024, 122024), 'GPE']","['Syrian', 0, 'NORP']"
Syrian state media say President Bashar al-Assad met Mr. Chavez Tuesday at the airport in Damascus .,"['Damascus', (122039, 122039), 'LOC']","['Damascus', 90, 'GPE']"
Shi'ite leaders have not responded to the demands .,"[""Shi'ite"", (27117, 27117), 'ORG']","[""Shi'ite"", 0, 'NORP']"
"Mr. Roed-Larsen , who visited Damascus last week , said he feels Syria has stretched out , what he called , a genuine hand of peace and Israel should grab the opportunity .","['Damascus', (35140, 35140), 'DATE']","['Damascus', 30, 'GPE']"
"Mr. Roed-Larsen , who visited Damascus last week , said he feels Syria has stretched out , what he called , a genuine hand of peace and Israel should grab the opportunity .","['Syria', (35147, 35147), 'LOC']","['Syria', 65, 'GPE']"
"Mr. Roed-Larsen , who visited Damascus last week , said he feels Syria has stretched out , what he called , a genuine hand of peace and Israel should grab the opportunity .","['Israel', (35162, 35162), 'LOC']","['Israel', 136, 'GPE']"
A statement from the Myanmar Livestock and Veterinary Department urged people to prevent the entry of poultry and birds from neighboring countries into Burma .,"['Burma', (205120, 205120), 'LOC']","['Burma', 152, 'GPE']"
The economy is closely tied to the larger and more populous US Virgin Islands to the west ; the US dollar is the legal currency .,"['US Virgin Islands', (83090, 83092), 'ORG']","['US Virgin Islands', 60, 'GPE']"
The economy is closely tied to the larger and more populous US Virgin Islands to the west ; the US dollar is the legal currency .,"['US', (83098, 83098), 'ORG']","['US', 96, 'GPE']"
"The China Daily newspaper says the third phase of the eight-day exercise , dubbed "" Peace Mission 2005 , "" will involve firing with live ammunition by warplanes and military vessels as part of an amphibious landing on the Shandong peninsula .","['China Daily', (96119, 96120), 'WORK_OF_ART']","['China Daily', 4, 'ORG']"
"The al-Aqsa Martyrs Brigades and Islamic Jihad also scrapped the deal , and said they had fired rockets early today into southern Israel .","['Israel', (11196, 11196), 'LOC']","['Israel', 130, 'GPE']"
"In the past , Iranian officials have blamed the delays , in part , on foreign sanctions related to its disputed nuclear program .","['Iranian', (165062, 165062), 'GPE']","['Iranian', 14, 'NORP']"
"On Monday , federal prosecutors filed charges of genocide against Mr. Echeverria in connection with the 1968 incident in which soldiers and police fired on student protesters , killing as many as 30 .","['Echeverria', (157232, 157232), 'LOC']","['Echeverria', 70, 'PERSON']"
"U.S. forecasters say Hurricane John has strengthened into a Category 3 storm as it churns off Mexico 's Pacific coast , with wind speeds of 185 kilometers per hour .","['U.S.', (161490, 161490), 'LOC']","['U.S.', 0, 'GPE']"
"American consumers , for their part , appear to be changing their habits , but they are doing so for more practical reasons .","['American', (95528, 95528), 'GPE']","['American', 0, 'NORP']"
Are the streets in America really paved with gold ?,"['America', (15771, 15771), 'LOC']","['America', 19, 'GPE']"
Japan 's chief delegate to the talks says he believes there is still a chance of reaching an agreement in the six-party talks that also include the two Koreas and Russia .,"['Japan', (179286, 179286), 'LOC']","['Japan', 0, 'GPE']"
Japan 's chief delegate to the talks says he believes there is still a chance of reaching an agreement in the six-party talks that also include the two Koreas and Russia .,"['Russia', (179316, 179316), 'LOC']","['Russia', 163, 'GPE']"
"The 1995 massacre occurred after Serbs captured Srebrenica , which the United Nations had declared a safe area .","['Serbs', (200949, 200949), 'GPE']","['Serbs', 33, 'NORP']"
"The 1995 massacre occurred after Serbs captured Srebrenica , which the United Nations had declared a safe area .","['Srebrenica', (200951, 200951), 'LOC']","['Srebrenica', 48, 'GPE']"
"Elsewhere in northwestern Pakistan , security officials say fighter jets targeted a suspected militant hideout in the South Waziristan tribal region Saturday .","['Pakistan', (27553, 27553), 'LOC']","['Pakistan', 26, 'GPE']"
"Elsewhere in northwestern Pakistan , security officials say fighter jets targeted a suspected militant hideout in the South Waziristan tribal region Saturday .","['South Waziristan', (27567, 27568), 'LOC']","['South Waziristan', 118, 'GPE']"
His appearance follows a string of opinion polls that have shown French voters planning to reject the constitution in a referendum on May 29 .,"['French', (112733, 112733), 'GPE']","['French', 65, 'NORP']"
The trial is the latest of several high-profile drug cases in Indonesia involving Australians .,"['Indonesia', (96559, 96559), 'LOC']","['Indonesia', 62, 'GPE']"
The trial is the latest of several high-profile drug cases in Indonesia involving Australians .,"['Australians', (96561, 96561), 'GPE']","['Australians', 82, 'NORP']"
"A report by the U.S. Congress 's Special Inspector General for Afghanistan Reconstruction released late Thursday says the U.S. has appropriated , but not fully spent , $ 32 billion for humanitarian aid in the country , while other nations have donated $ 25 billion .","['U.S.', (100603, 100603), 'LOC']","['U.S.', 122, 'GPE']"
"Separately , a Canadian soldier who was wounded in a suicide car-bomb attack Tuesday in Kandahar city died from his wounds .","['Canadian', (192212, 192212), 'GPE']","['Canadian', 15, 'NORP']"
"Separately , a Canadian soldier who was wounded in a suicide car-bomb attack Tuesday in Kandahar city died from his wounds .","['Kandahar', (192224, 192224), 'LOC']","['Kandahar', 88, 'GPE']"
More than 500 people have been killed this year in an insurgency that some say is supported by extremist Muslims in Indonesia and Malaysia .,"['Muslims', (4705, 4705), 'ORG']","['Muslims', 105, 'NORP']"
More than 500 people have been killed this year in an insurgency that some say is supported by extremist Muslims in Indonesia and Malaysia .,"['Indonesia', (4707, 4707), 'LOC']","['Indonesia', 116, 'GPE']"
More than 500 people have been killed this year in an insurgency that some say is supported by extremist Muslims in Indonesia and Malaysia .,"['Malaysia', (4709, 4709), 'LOC']","['Malaysia', 130, 'GPE']"
"The three were participants in an operation carrying more than 70 illegal immigrants in a tractor-trailer rig from southern Texas , near the border with Mexico , to Houston .","['Mexico', (213110, 213110), 'LOC']","['Mexico', 153, 'GPE']"
"The three were participants in an operation carrying more than 70 illegal immigrants in a tractor-trailer rig from southern Texas , near the border with Mexico , to Houston .","['Houston', (213113, 213113), 'LOC']","['Houston', 165, 'GPE']"
The insurgency in Iraq is believed to be made up largely of the country 's Sunni Arab minority .,"['Iraq', (150130, 150130), 'LOC']","['Iraq', 18, 'GPE']"
They are believed to have been carried out by U.S. remote-controlled aircraft .,"['U.S.', (131203, 131203), 'LOC']","['U.S.', 46, 'NORP']"
But Amorim said Hamas has not contacted Brazil .,"['Brazil', (181400, 181400), 'LOC']","['Brazil', 40, 'GPE']"
Russian President Dmitri Medvedev has sent parliament a draft law on extending the term of the country 's president from four to six years .,"['Russian', (93783, 93783), 'GPE']","['Russian', 0, 'NORP']"
Turkish Prime Minister Recep Tayyip Erdogan has rejected a European Union request that his country move towards recognizing Cyprus before next week 's EU summit .,"['Turkish', (147930, 147930), 'GPE']","['Turkish', 0, 'NORP']"
Turkish Prime Minister Recep Tayyip Erdogan has rejected a European Union request that his country move towards recognizing Cyprus before next week 's EU summit .,"['Cyprus', (147948, 147948), 'LOC']","['Cyprus', 124, 'GPE']"
"Officials say "" Operation Medusa "" is aimed at removing the Taleban threat so that stability , reconstruction and development can be achieved in the area .","['Taleban', (5178, 5178), 'ORG']","['Taleban', 60, 'NORP']"
Officials at the Pacific Tsunami Warning Center in the U.S. state of Hawaii say there is no threat of a tsunami .,"['U.S.', (130352, 130352), 'LOC']","['U.S.', 55, 'GPE']"
Officials at the Pacific Tsunami Warning Center in the U.S. state of Hawaii say there is no threat of a tsunami .,"['Hawaii', (130355, 130355), 'LOC']","['Hawaii', 69, 'GPE']"
Monday 's bombing happened in the capital 's Karrada district .,"['Karrada', (173457, 173457), 'ORG']","['Karrada', 45, 'LOC']"
Xinhua said the document will also mention the problems Beijing faces in building democracy .,"['Beijing', (45213, 45213), 'LOC']","['Beijing', 56, 'GPE']"
"U.N. Secretary-General Kofi Annan says he will wait to read a report due next week from prosecutor Detlev Mehlis before deciding whether to extend the probe to December , as requested last week by Lebanese lawmakers .","['Lebanese', (163999, 163999), 'GPE']","['Lebanese', 197, 'NORP']"
"The bombings are the deadliest since the U.S. officially changed the name of its mission in Iraq earlier this month from one of combat to advice and training , a move accompanied by a drawdown in U.S. forces .","['U.S.', (100211, 100211), 'LOC']","['U.S.', 41, 'GPE']"
"The bombings are the deadliest since the U.S. officially changed the name of its mission in Iraq earlier this month from one of combat to advice and training , a move accompanied by a drawdown in U.S. forces .","['Iraq', (100220, 100220), 'LOC']","['Iraq', 92, 'GPE']"
"The bombings are the deadliest since the U.S. officially changed the name of its mission in Iraq earlier this month from one of combat to advice and training , a move accompanied by a drawdown in U.S. forces .","['U.S.', (100240, 100240), 'LOC']","['U.S.', 41, 'GPE']"
"Ethiopian state-run television Thursday reported that police detained two foreign diplomats in the south , near the Kenyan border .","['Ethiopian', (176563, 176563), 'GPE']","['Ethiopian', 0, 'NORP']"
"Ethiopian state-run television Thursday reported that police detained two foreign diplomats in the south , near the Kenyan border .","['Kenyan', (176580, 176580), 'GPE']","['Kenyan', 116, 'NORP']"
He said Americans are thankful for their sacrifices .,"['Americans', (72462, 72462), 'GPE']","['Americans', 8, 'NORP']"
His published comments in an Arabic newspaper Tuesday came as militants killed one Thai farm laborer and wounded two others in a mortar attack on a Jewish settlement in Gaza .,"['Thai', (206074, 206074), 'GPE']","['Thai', 83, 'NORP']"
His published comments in an Arabic newspaper Tuesday came as militants killed one Thai farm laborer and wounded two others in a mortar attack on a Jewish settlement in Gaza .,"['Gaza', (206090, 206090), 'LOC']","['Gaza', 169, 'GPE']"
Chinese troops occupied Tibet in the 1950s .,"['Chinese', (149986, 149986), 'GPE']","['Chinese', 0, 'NORP']"
Chinese troops occupied Tibet in the 1950s .,"['Tibet', (149989, 149989), 'LOC']","['Tibet', 24, 'GPE']"
